child_id,time,utterance_orig,txt_label_orig,img_label_orig,n_objs,mat_label_orig,ball_cluster,zem_cluster,rand,txt_label,img_label,mat_label,utterance
XS_0814,28,you want the ball?,ball,ball,1,TRUE,0,,0.645259683,ball,ball,TRUE,you want the ball?
XS_0814,44,there's the purple ball.,ball,zem,1,FALSE,,1,0.887147439,ball,blicket,FALSE,there's the purple ball.
XS_0814,45,or the yellow zem?,zem,zem,1,TRUE,,1,0.936131437,zem,blicket,FALSE,or the yellow zem?
XS_0814,67,you figured out how to grab the ball but not the zem?,ball,ball,1,TRUE,1,,0.801996509,ball,wug,FALSE,you figured out how to grab the ball but not the zem?
XS_0814,68,you figured out how to grab the ball but not the zem?,zem,ball,1,FALSE,0,,0.834050104,zem,ball,FALSE,you figured out how to grab the ball but not the zem?
XS_0814,103,how about the zem?,zem,zem,1,TRUE,,1,0.195619395,blicket,blicket,TRUE,how about the blicket?
XS_0814,110,do you like the zem?,zem,zem,1,TRUE,,1,0.90025455,zem,blicket,FALSE,do you like the zem?
XS_0814,111,do you like the zem?,zem,zem,1,TRUE,,1,0.612518425,blicket,blicket,TRUE,do you like the blicket?
XS_0814,161,yeah that's the ball.,ball,zem,1,FALSE,,1,0.112136713,ball,blicket,FALSE,yeah that's the ball.
XS_0814,164,where'd the zem go?,zem,zem,1,TRUE,,1,0.36894943,blicket,blicket,TRUE,where'd the blicket go?
XS_0814,180,you like that ball.,ball,zem,1,FALSE,,1,0.623054412,ball,blicket,FALSE,you like that ball.
XS_0814,204,that's a pretty cool manu.,manu,car,1,FALSE,,,0.858658113,manu,car,FALSE,that's a pretty cool manu.
XS_0814,215,but it's a manu.,manu,car,1,FALSE,,,0.842583921,manu,car,FALSE,but it's a manu.
XS_0814,226,the manu looks like [xxx].,manu,car,1,FALSE,,,0.559886974,manu,car,FALSE,the manu looks like [xxx].
XS_0814,227,tasty manu tasty manu.,manu,car,1,FALSE,,,0.141950897,manu,car,FALSE,tasty manu tasty manu.
XS_0814,452,are you done with the manu and the car?,manu,manu,1,TRUE,,,0.281429363,manu,manu,TRUE,are you done with the manu and the car?
XS_0814,453,are you done with the manu and the car?,car,manu,1,FALSE,,,0.625219703,car,manu,FALSE,are you done with the manu and the car?
XS_0814,521,you just want the manu for its handle.,manu,car,1,FALSE,,,0.450880013,manu,car,FALSE,you just want the manu for its handle.
XS_0814,544,is the manu more fun than the car?,manu,car,1,FALSE,,,0.180712011,manu,car,FALSE,is the manu more fun than the car?
XS_0814,545,is the manu more fun than the car?,car,car,1,TRUE,,,0.722111741,car,car,TRUE,is the manu more fun than the car?
XS_0814,599,you don't want the car hm?,car,car,1,TRUE,,,0.157383439,car,car,TRUE,you don't want the car hm?
XS_0814,621,you were chewing on the wheels of the car.,car,car,1,TRUE,,,0.804467224,car,car,TRUE,you were chewing on the wheels of the car.
XS_0814,642,you got your manu.,manu,car,1,FALSE,,,0.937058224,manu,car,FALSE,you got your manu.
XS_0814,644,you got your manu.,manu,car,1,FALSE,,,0.503597717,manu,car,FALSE,you got your manu.
XS_0814,646,manumanumanu.,manu,car,3,FALSE,,,0.473654942,manu,car,FALSE,manumanumanu.
XS_0814,882,look at the tima.,tima,tima,1,TRUE,,,0.126278009,tima,tima,TRUE,look at the tima.
XS_0814,883,and here's a brush a giant brush.,brush,tima,1,FALSE,,,0.359130773,brush,tima,FALSE,and here's a brush a giant brush.
XS_0814,884,and here's a brush a giant brush.,brush,tima,1,FALSE,,,0.490441542,brush,tima,FALSE,and here's a brush a giant brush.
XS_0815,201.5,byebye zem.,zem,zem,1,TRUE,,1,0.592970661,blicket,blicket,TRUE,byebye blicket.
XS_0815,493.9,a brush.,brush,brush,1,TRUE,,,0.168577991,brush,brush,TRUE,a brush.
XS_0815,499.1,tima.,tima,tima,1,TRUE,,,0.236804137,tima,tima,TRUE,tima.
XS_0815,567.7,can I have the brush?,brush,brush,1,TRUE,,,0.372933529,brush,brush,TRUE,can I have the brush?
XS_0815,896.2,ball.,ball,ball,1,TRUE,1,,0.776394026,wug,wug,TRUE,wug.
XS_0815,897.6,zem.,zem,zem,1,TRUE,,1,0.43274,blicket,blicket,TRUE,blicket.
XS_0815,1115.4,go get zem.,zem,ball,2,FALSE,1,,0.923321401,zem,wug,FALSE,go get zem.
XS_0815,1115.4,go get zem.,zem,zem,2,TRUE,,1,0.109550059,blicket,blicket,TRUE,go get blicket.
XS_0819,35.3,zem.,zem,zem,1,TRUE,,0,0.091461896,zem,zem,TRUE,zem.
XS_0819,135.4,do you like the brush too?,brush,brush,2,TRUE,,,0.189644137,brush,brush,TRUE,do you like the brush too?
XS_0819,135.4,do you like the brush too?,brush,tima,2,FALSE,,,0.429616807,brush,tima,FALSE,do you like the brush too?
XS_0819,136.6,brush brush brush.,brush,brush,1,TRUE,,,0.196249988,brush,brush,TRUE,brush brush brush.
XS_0819,139,brush brush brush brush.,brush,tima,1,FALSE,,,0.603234733,brush,tima,FALSE,brush brush brush brush.
XS_0819,139.4,brush brush brush brush.,brush,tima,1,FALSE,,,0.628672391,brush,tima,FALSE,brush brush brush brush.
XS_0819,139.8,brush brush brush brush.,brush,tima,1,FALSE,,,0.086035395,brush,tima,FALSE,brush brush brush brush.
XS_0819,140.2,brush brush brush brush.,brush,tima,1,FALSE,,,0.756877314,brush,tima,FALSE,brush brush brush brush.
XS_0819,146.8,brush brush brush.,brush,brush,2,TRUE,,,0.992521465,brush,brush,TRUE,brush brush brush.
XS_0819,146.8,brush brush brush.,brush,tima,2,FALSE,,,0.277169626,brush,tima,FALSE,brush brush brush.
XS_0819,147.4,brush brush brush.,brush,brush,1,TRUE,,,0.786600499,brush,brush,TRUE,brush brush brush.
XS_0819,147.8,brush brush brush.,brush,brush,1,TRUE,,,0.944774829,brush,brush,TRUE,brush brush brush.
XS_0819,148.1,brush brush.,brush,brush,1,TRUE,,,0.560676614,brush,brush,TRUE,brush brush.
XS_0819,148.7,brush brush.,brush,brush,1,TRUE,,,0.335889264,brush,brush,TRUE,brush brush.
XS_0819,210.1,look at the tima.,tima,ball,1,FALSE,0,,0.644751787,tima,ball,FALSE,look at the tima.
XS_0819,233,car.,car,car,1,TRUE,,,0.230785707,car,car,TRUE,car.
XS_0819,234.6,do you want to zoom car?,car,car,1,TRUE,,,0.566012073,car,car,TRUE,do you want to zoom car?
XS_0819,273,car vroom.,car,car,1,TRUE,,,0.555286857,car,car,TRUE,car vroom.
XS_0819,468.2,ball.,ball,ball,1,TRUE,0,,0.668053158,ball,ball,TRUE,ball.
XS_0819,566.2,brush car?,car,car,1,TRUE,,,0.683226024,car,car,TRUE,brush car?
XS_0819,572,brush car?,car,brush,2,FALSE,,,0.826779534,car,brush,FALSE,brush car?
XS_0819,572,brush car?,car,car,2,TRUE,,,0.493428819,car,car,TRUE,brush car?
XS_0819,629.5,manu.,manu,manu,1,TRUE,,,0.203430399,manu,manu,TRUE,manu.
XS_0819,648.5,tima.,tima,tima,1,TRUE,,,0.623121704,tima,tima,TRUE,tima.
XS_0819,879.6,we like the car huh?,car,manu,1,FALSE,,,0.21578921,car,manu,FALSE,we like the car huh?
XS_0819,890.4,brush.,brush,brush,1,TRUE,,,0.139356039,brush,brush,TRUE,brush.
XS_0819,892.6,brush.,brush,brush,1,TRUE,,,0.414105369,brush,brush,TRUE,brush.
XS_0819,910.1,brush.,brush,manu,1,FALSE,,,0.975797706,brush,manu,FALSE,brush.
XS_0821,5.6,look at the ball.,ball,ball,1,TRUE,0,,0.783129003,ball,ball,TRUE,look at the ball.
XS_0821,53.8,ooh car.,car,car,1,TRUE,,,0.472490336,car,car,TRUE,ooh car.
XS_0821,79.4,it's a happy car.,car,car,1,TRUE,,,0.933072363,car,car,TRUE,it's a happy car.
XS_0821,137.5,it's a zem.,zem,zem,1,TRUE,,0,0.483956378,zem,zem,TRUE,it's a zem.
XS_0821,150.3,zem.,zem,zem,1,TRUE,,0,0.734158148,zem,zem,TRUE,zem.
XS_0821,176.8,zem.,zem,zem,1,TRUE,,0,0.725252767,zem,zem,TRUE,zem.
XS_0821,190.4,it's manu.,manu,manu,1,TRUE,,,0.629965194,manu,manu,TRUE,it's manu.
XS_0821,194,[xxx] what do you think of the manu?,manu,manu,1,TRUE,,,0.701251852,manu,manu,TRUE,[xxx] what do you think of the manu?
XS_0821,208.7,do you like the manu?,manu,manu,1,TRUE,,,0.945507459,manu,manu,TRUE,do you like the manu?
XS_0821,253.1,brush.,brush,brush,1,TRUE,,,0.600218937,brush,brush,TRUE,brush.
XS_0821,256.7,brush.,brush,brush,1,TRUE,,,0.98435264,brush,brush,TRUE,brush.
XS_0821,276.4,the brush.,brush,brush,1,TRUE,,,0.136602051,brush,brush,TRUE,the brush.
XS_0821,326.7,this is a tima.,tima,tima,1,TRUE,,,0.005571341,tima,tima,TRUE,this is a tima.
XS_0821,328,do you like the tima?,tima,tima,1,TRUE,,,0.230705531,tima,tima,TRUE,do you like the tima?
XS_0821,333.8,tima's good.,tima,tima,1,TRUE,,,0.961124973,tima,tima,TRUE,tima's good.
XS_0821,343,let's look at the tima.,tima,tima,1,TRUE,,,0.089745951,tima,tima,TRUE,let's look at the tima.
XS_0821,384.2,you like zem?,zem,zem,1,TRUE,,0,0.341588985,zem,zem,TRUE,you like zem?
XS_0821,423.6,ball.,ball,ball,3,TRUE,0,,0.882788028,wug,ball,FALSE,wug.
XS_0821,423.6,ball.,ball,tima,3,FALSE,,,0.414784413,ball,tima,FALSE,ball.
XS_0821,423.6,ball.,ball,zem,3,FALSE,,0,0.430436661,ball,zem,FALSE,ball.
XS_0821,441.9,tima.,tima,car,1,FALSE,,,0.289501589,tima,car,FALSE,tima.
XS_0821,499.1,you like the ball.,ball,ball,2,TRUE,0,,0.060815934,ball,ball,TRUE,you like the ball.
XS_0821,499.1,you like the ball.,ball,zem,2,FALSE,,0,0.195073045,ball,zem,FALSE,you like the ball.
XS_0821,558.8,it keeps getting away from you that ball isn't it?,ball,brush,1,FALSE,,,0.278448523,ball,brush,FALSE,it keeps getting away from you that ball isn't it?
XS_0821,607.3,the brush.,brush,manu,1,FALSE,,,0.265517857,brush,manu,FALSE,the brush.
XS_0821,641,and you got a manu.,manu,tima,1,FALSE,,,0.768351708,manu,tima,FALSE,and you got a manu.
XS_0821,738,can you turn the manu.,manu,zem,1,FALSE,,0,0.417919058,manu,zem,FALSE,can you turn the manu.
XS_0821,776.9,that manu sooky.,manu,zem,1,FALSE,,0,0.872784254,manu,zem,FALSE,that manu sooky.
XS_0821,804,and then zem tickled your toes and tickle your nose.,zem,tima,1,FALSE,,,0.913574036,zem,tima,FALSE,and then zem tickled your toes and tickle your nose.
XS_0821,847.9,ah back to the tima.,tima,tima,1,TRUE,,,0.488830839,tima,tima,TRUE,ah back to the tima.
XS_0822,25,this one is a zem.,zem,zem,1,TRUE,,1,0.344851475,blicket,blicket,TRUE,this one is a blicket.
XS_0822,26.7,zem.,zem,zem,1,TRUE,,1,0.48499427,blicket,blicket,TRUE,blicket.
XS_0822,35.3,can you get the zem?,zem,zem,1,TRUE,,1,0.576157905,blicket,blicket,TRUE,can you get the blicket?
XS_0822,87.3,how about I take this brush and do ball.,brush,brush,1,TRUE,,,0.345480885,brush,brush,TRUE,how about I take this brush and do ball.
XS_0822,90.5,how about I take this brush and do ball.,ball,brush,1,FALSE,,,0.318224372,ball,brush,FALSE,how about I take this brush and do ball.
XS_0822,119.5,this is a tima.,tima,tima,1,TRUE,,,0.129614778,tima,tima,TRUE,this is a tima.
XS_0822,256.9,you don't want to give up the brush.,brush,tima,1,FALSE,,,0.499805372,brush,tima,FALSE,you don't want to give up the brush.
XS_0822,277.1,oh you want the brush back.,brush,brush,1,TRUE,,,0.803923413,brush,brush,TRUE,oh you want the brush back.
XS_0822,351,I like manus don't you?,manu,manu,1,TRUE,,,0.334049623,manu,manu,TRUE,I like manus don't you?
XS_0822,524.1,how about this ball?,ball,ball,1,TRUE,1,,0.448731606,wug,wug,TRUE,how about this wug?
XS_0822,525.8,would you like the ball?,ball,ball,1,TRUE,1,,0.788025484,wug,wug,TRUE,would you like the wug?
XS_0822,533.7,go get that ball.,ball,ball,1,TRUE,0,,0.498940597,ball,ball,TRUE,go get that ball.
XS_0822,535,go get that ball.,ball,ball,1,TRUE,1,,0.808487772,ball,wug,FALSE,go get that ball.
XS_0822,542,purple ball.,ball,ball,1,TRUE,1,,0.245112645,wug,wug,TRUE,purple wug.
XS_0822,635.6,you know daddy would want you to use that brush as a hockey stick.,brush,ball,1,FALSE,0,,0.576574139,brush,ball,FALSE,you know daddy would want you to use that brush as a hockey stick.
XS_0822,681.2,all right let's grab let's grab this tima again.,tima,tima,1,TRUE,,,0.246711186,tima,tima,TRUE,all right let's grab let's grab this tima again.
XS_0822,741,[xxx] you like that brush.,brush,tima,1,FALSE,,,0.398197854,brush,tima,FALSE,[xxx] you like that brush.
XS_0822,844.8,you put the manu in the tima spot though.,manu,tima,1,FALSE,,,0.613696447,manu,tima,FALSE,you put the manu in the tima spot though.
XS_0822,845.6,you put the manu in the tima spot though.,tima,tima,1,TRUE,,,0.594767989,tima,tima,TRUE,you put the manu in the tima spot though.
XS_0822,851.5,put that tima back.,tima,tima,1,TRUE,,,0.958173931,tima,tima,TRUE,put that tima back.
XS_0822,908,where'd the ball go?,ball,ball,1,TRUE,1,,0.395178155,wug,wug,TRUE,where'd the wug go?
XS_0822,909.7,your purple ball.,ball,ball,1,TRUE,1,,0.440888107,wug,wug,TRUE,your purple wug.
XS_0822,914,can you go get that purple ball?,ball,ball,1,TRUE,1,,0.405537765,wug,wug,TRUE,can you go get that purple wug?
XS_0822,915.7,Grayden go get the purple ball.,ball,ball,1,TRUE,1,,0.019326134,wug,wug,TRUE,Grayden go get the purple wug.
XS_0825,4.4,here's a ball.,ball,ball,1,TRUE,0,,0.576848667,ball,ball,TRUE,here's a ball.
XS_0825,6.4,see the ball.,ball,ball,1,TRUE,0,,0.332933149,ball,ball,TRUE,see the ball.
XS_0825,8.9,lift the ball.,ball,ball,1,TRUE,1,,0.305024841,wug,wug,TRUE,lift the wug.
XS_0825,18.1,do you like that ball?,ball,ball,1,TRUE,1,,0.033573927,wug,wug,TRUE,do you like that wug?
XS_0825,29.3,get the ball.,ball,ball,1,TRUE,0,,0.963001212,wug,ball,FALSE,get the wug.
XS_0825,41.1,is that a good ball?,ball,ball,1,TRUE,1,,0.620184077,wug,wug,TRUE,is that a good wug?
XS_0825,59.7,can you roll the ball?,ball,ball,1,TRUE,0,,0.620324708,ball,ball,TRUE,can you roll the ball?
XS_0825,71.9,oh where's the ball?,ball,ball,1,TRUE,0,,0.498231757,ball,ball,TRUE,oh where's the ball?
XS_0825,72.7,where's the ball?,ball,ball,1,TRUE,0,,0.495753937,ball,ball,TRUE,where's the ball?
XS_0825,76.6,mommy gets the ball for Daphne.,ball,ball,1,TRUE,0,,0.09542574,ball,ball,TRUE,mommy gets the ball for Daphne.
XS_0825,78.7,here's the ball.,ball,ball,1,TRUE,0,,0.130960236,ball,ball,TRUE,here's the ball.
XS_0825,89.4,that's a ball.,ball,ball,1,TRUE,0,,0.677337623,ball,ball,TRUE,that's a ball.
XS_0825,91.3,look at the zem ooh.,zem,ball,2,FALSE,0,,0.91662281,zem,ball,FALSE,look at the zem ooh.
XS_0825,91.3,look at the zem ooh.,zem,zem,2,TRUE,,0,0.113333807,zem,zem,TRUE,look at the zem ooh.
XS_0825,98.2,[xxx] go the zem.,zem,ball,2,FALSE,0,,0.409759355,zem,ball,FALSE,[xxx] go the zem.
XS_0825,98.2,[xxx] go the zem.,zem,zem,2,TRUE,,0,0.103736588,zem,zem,TRUE,[xxx] go the zem.
XS_0825,102.1,oh you like the ball better?,ball,ball,1,TRUE,0,,0.353652734,ball,ball,TRUE,oh you like the ball better?
XS_0825,139.9,that ball's purple.,ball,zem,1,FALSE,,0,0.737722994,ball,zem,FALSE,that ball's purple.
XS_0825,150.7,ah ball.,ball,zem,1,FALSE,,0,0.299514657,ball,zem,FALSE,ah ball.
XS_0825,153.6,mommy's going to play with the zem.,zem,zem,1,TRUE,,0,0.175627149,zem,zem,TRUE,mommy's going to play with the zem.
XS_0825,156,I like a zem.,zem,zem,1,TRUE,,0,0.423571891,zem,zem,TRUE,I like a zem.
XS_0825,158.7,I like the zem.,zem,zem,1,TRUE,,0,0.095313252,zem,zem,TRUE,I like the zem.
XS_0825,163,ooh I love the zem.,zem,zem,1,TRUE,,0,0.057480673,zem,zem,TRUE,ooh I love the zem.
XS_0825,165.8,mommy likes a zem.,zem,zem,1,TRUE,,0,0.612954783,zem,zem,TRUE,mommy likes a zem.
XS_0825,168.3,put the zem on the ball.,zem,zem,1,TRUE,,0,0.374210135,zem,zem,TRUE,put the zem on the ball.
XS_0825,169.1,put the zem on the ball.,ball,zem,1,FALSE,,0,0.236895824,ball,zem,FALSE,put the zem on the ball.
XS_0825,169.8,put the zem on the ball.,zem,zem,1,TRUE,,0,0.754931397,zem,zem,TRUE,put the zem on the ball.
XS_0825,170.6,put the zem on the ball.,ball,ball,1,TRUE,0,,0.908755343,wug,ball,FALSE,put the zem on the wug.
XS_0825,173.3,oh okay throw the zem.,zem,ball,1,FALSE,0,,0.188482771,zem,ball,FALSE,oh okay throw the zem.
XS_0825,174.4,okay get the ball.,ball,ball,1,TRUE,0,,0.210488731,ball,ball,TRUE,okay get the ball.
XS_0825,231.5,Daphne has the ball.,ball,zem,1,FALSE,,0,0.834271989,ball,zem,FALSE,Daphne has the ball.
XS_0825,235.2,yeah get the zem.,zem,zem,1,TRUE,,0,0.41924011,zem,zem,TRUE,yeah get the zem.
XS_0825,264.2,mommy's going to play with the tima.,tima,tima,1,TRUE,,,0.255792867,tima,tima,TRUE,mommy's going to play with the tima.
XS_0825,276.6,mommy likes the tima better.,tima,tima,1,TRUE,,,0.723656289,tima,tima,TRUE,mommy likes the tima better.
XS_0825,280,does Daphne want to play with the tima too?,tima,tima,1,TRUE,,,0.255641515,tima,tima,TRUE,does Daphne want to play with the tima too?
XS_0825,282,or does Daphne like the ball better?,ball,tima,1,FALSE,,,0.160167523,ball,tima,FALSE,or does Daphne like the ball better?
XS_0825,300.4,you're really into that ball.,ball,tima,1,FALSE,,,0.251988167,ball,tima,FALSE,you're really into that ball.
XS_0825,305.9,it's because we don't have balls at home.,ball,tima,1,FALSE,,,0.249339229,ball,tima,FALSE,it's because we don't have balls at home.
XS_0825,321,where's the tima?,tima,ball,2,FALSE,0,,0.075092,tima,ball,FALSE,where's the tima?
XS_0825,321,where's the tima?,tima,tima,2,TRUE,,,0.197664882,tima,tima,TRUE,where's the tima?
XS_0825,322.4,mommy will play with the ball.,ball,ball,2,TRUE,0,,0.599940626,ball,ball,TRUE,mommy will play with the ball.
XS_0825,322.4,mommy will play with the ball.,ball,tima,2,FALSE,,,0.707290295,ball,tima,FALSE,mommy will play with the ball.
XS_0825,325.8,do you like that tima?,tima,tima,1,TRUE,,,0.818007676,tima,tima,TRUE,do you like that tima?
XS_0825,329.6,the tima is orange.,tima,tima,2,TRUE,,,0.134604773,tima,tima,TRUE,the tima is orange.
XS_0825,329.6,the tima is orange.,tima,zem,2,FALSE,,0,0.482200133,tima,zem,FALSE,the tima is orange.
XS_0825,333.5,where's the tima?,tima,tima,1,TRUE,,,0.168105557,tima,tima,TRUE,where's the tima?
XS_0825,359,like that tima.,tima,ball,2,FALSE,0,,0.254746139,tima,ball,FALSE,like that tima.
XS_0825,359,like that tima.,tima,tima,2,TRUE,,,0.950720019,tima,tima,TRUE,like that tima.
XS_0825,376.5,shake the tima.,tima,ball,2,FALSE,0,,0.385296461,tima,ball,FALSE,shake the tima.
XS_0825,376.5,shake the tima.,tima,tima,2,TRUE,,,0.275715885,tima,tima,TRUE,shake the tima.
XS_0825,426,is that the tima?,tima,ball,1,FALSE,0,,0.761429026,tima,ball,FALSE,is that the tima?
XS_0825,499,that tima's pretty fun.,tima,ball,2,FALSE,0,,0.899460288,tima,ball,FALSE,that tima's pretty fun.
XS_0825,499,that tima's pretty fun.,tima,tima,2,TRUE,,,0.52757572,tima,tima,TRUE,that tima's pretty fun.
XS_0825,576,oh can you get the zem with the tima?,zem,ball,2,FALSE,0,,0.962837808,zem,ball,FALSE,oh can you get the zem with the tima?
XS_0825,576,oh can you get the zem with the tima?,tima,ball,2,FALSE,0,,0.305467747,tima,ball,FALSE,oh can you get the zem with the tima?
XS_0825,576,oh can you get the zem with the tima?,zem,zem,2,TRUE,,0,0.458011076,zem,zem,TRUE,oh can you get the zem with the tima?
XS_0825,576,oh can you get the zem with the tima?,tima,zem,2,FALSE,,0,0.662912423,tima,zem,FALSE,oh can you get the zem with the tima?
XS_0825,580.6,no you can just stick with the tima that's good.,tima,ball,1,FALSE,0,,0.319093408,tima,ball,FALSE,no you can just stick with the tima that's good.
XS_0825,619.4,mommy's gonna get the tima.,tima,ball,1,FALSE,0,,0.759419606,tima,ball,FALSE,mommy's gonna get the tima.
XS_0825,628.8,oh get the tima.,tima,tima,1,TRUE,,,0.727776209,tima,tima,TRUE,oh get the tima.
XS_0825,650.9,tima tima tima.,tima,tima,1,TRUE,,,0.602225002,tima,tima,TRUE,tima tima tima.
XS_0825,651.5,tima tima tima.,tima,tima,1,TRUE,,,0.184026957,tima,tima,TRUE,tima tima tima.
XS_0825,652.1,tima tima tima.,tima,tima,1,TRUE,,,0.616567691,tima,tima,TRUE,tima tima tima.
XS_0825,667.6,where's the tima?,tima,ball,1,FALSE,0,,0.505565398,tima,ball,FALSE,where's the tima?
XS_0825,694.9,want a ball or a tima?,ball,ball,2,TRUE,0,,0.973267026,wug,ball,FALSE,want a wug or a tima?
XS_0825,694.9,want a ball or a tima?,ball,tima,2,FALSE,,,0.856346846,ball,tima,FALSE,want a ball or a tima?
XS_0825,695.5,want a ball or a tima?,tima,ball,2,FALSE,0,,0.966309027,tima,ball,FALSE,want a ball or a tima?
XS_0825,695.5,want a ball or a tima?,tima,tima,2,TRUE,,,0.321632395,tima,tima,TRUE,want a ball or a tima?
XS_0825,703.7,how's that ball taste?,ball,ball,1,TRUE,0,,0.912688673,wug,ball,FALSE,how's that wug taste?
XS_0825,715.6,that tima makes a fun noise.,tima,ball,1,FALSE,0,,0.596591837,tima,ball,FALSE,that tima makes a fun noise.
XS_0825,716.8,ball doesn't make any noise.,ball,ball,1,TRUE,0,,0.538199258,ball,ball,TRUE,ball doesn't make any noise.
XS_0825,765.2,good job you kicked the ball.,ball,ball,1,TRUE,0,,0.828763817,wug,ball,FALSE,good job you kicked the wug.
XS_0825,774,the balls' stuck.,ball,ball,1,TRUE,0,,0.363131997,ball,ball,TRUE,the balls' stuck.
XS_0825,793.9,what's the ball doing?,ball,ball,1,TRUE,0,,0.088172203,ball,ball,TRUE,what's the ball doing?
XS_0825,794.7,the ball's rolling.,ball,ball,1,TRUE,0,,0.073921629,ball,ball,TRUE,the ball's rolling.
