child_id,time,utterance,txt_label,img_label,n_objs,txt_ball,txt_brush,txt_car,txt_manu,txt_tima,txt_zem,n_imgs,img_ball,img_brush,img_car,img_manu,img_tima,img_zem,mat_label
XS_0822,26.7,zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0822,35.3,can you get the zem?,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0822,87.3,how about I take this brush and do ball.,brush,brush,1,1,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_0822,90.5,how about I take this brush and do ball.,ball,brush,1,1,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_0822,119.5,this is a tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0822,256.9,you don't want to give up the brush.,brush,tima,1,0,1,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_0822,277.1,oh you want the brush back.,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_0822,351,I like manus don't you?,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_0822,524.1,how about this ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0822,525.8,would you like the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0822,533.7,go get that ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0822,535,go get that ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0822,542,purple ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0822,635.6,you know daddy would want you to use that brush as a hockey stick.,brush,ball,1,0,1,0,0,0,0,,1,0,0,0,0,0,FALSE
XS_0822,681.2,all right let's grab let's grab this tima again.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0822,741,[xxx] you like that brush.,brush,tima,1,0,1,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_0822,844.8,you put the manu in the tima spot though.,manu,tima,1,0,0,0,1,1,0,,0,0,0,0,1,0,TRUE
XS_0822,845.6,you put the manu in the tima spot though.,tima,tima,1,0,0,0,1,1,0,,0,0,0,0,1,0,TRUE
XS_0822,851.5,put that tima back.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0822,908,where'd the ball go?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0822,909.7,your purple ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0822,914,can you go get that purple ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0822,915.7,Grayden go get the purple ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,4.4,here's a ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,6.4,see the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,8.9,lift the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,18.1,do you like that ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,29.3,get the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,41.1,is that a good ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,59.7,can you roll the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,71.9,oh where's the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,72.7,where's the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,76.6,mommy gets the ball for Daphne.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,78.7,here's the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,89.4,that's a ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,91.3,look at the zem ooh.,zem,zem,2,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,91.3,look at the zem ooh.,zem,ball,2,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_0825,98.2,[xxx] go the zem.,zem,zem,2,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,98.2,[xxx] go the zem.,zem,ball,2,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_0825,102.1,oh you like the ball better?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,139.9,that ball's purple.,ball,zem,1,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_0825,150.7,ah ball.,ball,zem,1,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_0825,153.6,mommy's going to play with the zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,156,I like a zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,158.7,I like the zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,163,ooh I love the zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,165.8,mommy likes a zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,168.3,put the zem on the ball.,zem,zem,1,1,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,169.1,put the zem on the ball.,ball,zem,1,1,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,169.8,put the zem on the ball.,zem,zem,1,1,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,170.6,put the zem on the ball.,ball,ball,1,1,0,0,0,0,1,,1,0,0,0,0,0,TRUE
XS_0825,173.3,oh okay throw the zem.,zem,ball,1,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_0825,174.4,okay get the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,231.5,Daphne has the ball.,ball,zem,1,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_0825,235.2,yeah get the zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,264.2,mommy's going to play with the tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,276.6,mommy likes the tima better.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,280,does Daphne want to play with the tima too?,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,282,or does Daphne like the ball better?,ball,tima,1,1,0,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_0825,300.4,you're really into that ball.,ball,tima,1,1,0,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_0825,305.9,it's because we don't have balls at home.,ball,tima,1,1,0,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_0825,321,where's the tima?,tima,tima,2,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,321,where's the tima?,tima,ball,2,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,322.4,mommy will play with the ball.,ball,tima,2,1,0,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_0825,322.4,mommy will play with the ball.,ball,ball,2,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,325.8,do you like that tima?,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,329.6,the tima is orange.,tima,zem,2,0,0,0,0,1,0,,0,0,0,0,0,1,FALSE
XS_0825,329.6,the tima is orange.,tima,tima,2,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,333.5,where's the tima?,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,359,like that tima.,tima,tima,2,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,359,like that tima.,tima,ball,2,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,376.5,shake the tima.,tima,tima,2,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,376.5,shake the tima.,tima,ball,2,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,426,is that the tima?,tima,ball,1,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,499,that tima's pretty fun.,tima,tima,2,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,499,that tima's pretty fun.,tima,ball,2,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,576,oh can you get the zem with the tima?,zem,zem,2,0,0,0,0,1,1,,0,0,0,0,0,1,TRUE
XS_0825,576,oh can you get the zem with the tima?,zem,ball,2,0,0,0,0,1,1,,1,0,0,0,0,0,FALSE
XS_0825,576,oh can you get the zem with the tima?,tima,zem,2,0,0,0,0,1,1,,0,0,0,0,0,1,TRUE
XS_0825,576,oh can you get the zem with the tima?,tima,ball,2,0,0,0,0,1,1,,1,0,0,0,0,0,FALSE
XS_0825,580.6,no you can just stick with the tima that's good.,tima,ball,1,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,619.4,mommy's gonna get the tima.,tima,ball,1,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,628.8,oh get the tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,650.9,tima tima tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,651.5,tima tima tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,652.1,tima tima tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,667.6,where's the tima?,tima,ball,1,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,694.9,want a ball or a tima?,ball,tima,2,1,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,694.9,want a ball or a tima?,ball,ball,2,1,0,0,0,1,0,,1,0,0,0,0,0,TRUE
XS_0825,695.5,want a ball or a tima?,tima,tima,2,1,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,695.5,want a ball or a tima?,tima,ball,2,1,0,0,0,1,0,,1,0,0,0,0,0,TRUE
XS_0825,703.7,how's that ball taste?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,715.6,that tima makes a fun noise.,tima,ball,1,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,716.8,ball doesn't make any noise.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,765.2,good job you kicked the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,774,the balls' stuck.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,793.9,what's the ball doing?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,794.7,the ball's rolling.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,796.7,the ball's rolling.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,799.8,come back ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,814.1,got that tima?,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,841,what's the zem doing?,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,844.5,I'm a zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,845.2,a zem a zem a zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,845.6,a zem a zem a zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,846,a zem a zem a zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,847.5,I'm a yellow zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,850.9,I'm a yellow zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,866.3,go back to the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,868.3,get the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
